,epoch,acc,prec,rec,f1
0,1.0,0.7968519388857281,0.7446861903686416,0.6723079362921679,0.706648568843168
1,2.0,0.7979238297837254,0.7223669604222831,0.7223996918824622,0.722383325781604
2,5.0,0.7983278501991243,0.7236872016367356,0.7212442511157933,0.7224636612238878
3,10.0,0.7968272029419282,0.736787136889148,0.6872606991549424,0.711162687109517
4,20.0,0.7961016152571302,0.7506974581525109,0.6583973356895263,0.7015244233624218
5,40.0,0.796926146717128,0.7392338630567,0.6829108045039535,0.7099570158393689
