,epoch,acc,prec,rec,f1
0,1.0,0.6641303514313772,0.5519398477704848,0.4799849929319389,0.5134537584164377
1,2.0,0.6593883654371805,0.5482742790367681,0.440068871723066,0.48824832384378664
2,5.0,0.6562789880794833,0.5460942809113345,0.40916369093479293,0.4678148901374575
3,10.0,0.6537632865896043,0.5432067769501865,0.3913695959480916,0.4549539726795533
4,20.0,0.6517076838972842,0.5393574073040501,0.3884552769273028,0.45163476330496755
5,40.0,0.6502779145156223,0.5362422771403353,0.3907599338081105,0.4520852145672419
