,window,acc,prec,rec,f1
0,1.0,0.7925973565521393,0.76379046825066,0.6226919504293256,0.6860616045130049
1,2.0,0.7968024669981283,0.7490609908781971,0.664174539522871,0.7040683990585522
2,3.0,0.7991441363445222,0.7315662537757276,0.7078320759419108,0.7195034889344357
3,4.0,0.796917901402528,0.7519435906707648,0.6595754321575025,0.7027372791348846
4,5.0,0.7981794345363248,0.7467001254705145,0.6741430480980539,0.708568979271095
