,window,acc,prec,rec,f1
0,1.0,0.6638681445897576,0.551713207780561,0.4781024098403489,0.5122769739888231
1,2.0,0.6598064121941023,0.549233970432769,0.43856146533300283,0.487697849498415
2,3.0,0.6579907534983588,0.5475043177892919,0.42476032238398,0.47838438408982015
3,4.0,0.6576667054205081,0.5471001620408481,0.42299163221963915,0.477106995231726
4,5.0,0.6562814617289325,0.5458564223896395,0.4111467677857205,0.46902059688944936
